,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
74,Wyoming,579102,1256,474927,7256,65384,6731,35947,4840,253,233,Wyoming,263,250,1196,821,197,275,2350,1323,9132,3775,Wyoming,271,281,0,192,29,59,109,158,438,319,Wyoming,80,117,1414,910,398,238,134,118,251,226,Wyoming,2,5,204,277,314,482,790,1007,10,20,Wyoming,0,192,48,73,788,611,0,192,184,120,Wyoming,993,579,1742,855,1021,799,0,192,0,192,Wyoming,488,579,191,240,44,59,501,507,162,213,Wyoming,130,122,46,42,15,24,6,12,27,39,Wyoming,1233,943,143,244,4587,1720,3725,1634,6,12,Wyoming,564,411,1051,714,0,192,417,372,,,Wyoming,2844,1277,51,70,0,192,2793,1278
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Puerto Rico,3443445,2859,3193423,14727,219833,13465,24762,3564,246,297,Puerto Rico,36,61,136,169,127,203,176,220,60,119,Puerto Rico,404,374,0,221,75,89,5515,1450,1129,1008,Puerto Rico,0,221,0,221,113,128,52,92,151,183,Puerto Rico,0,221,47,78,0,221,0,221,318,253,Puerto Rico,2503,1366,104,168,0,221,0,221,0,221,Puerto Rico,0,221,0,221,0,221,64,102,1826,795,Puerto Rico,0,221,5221,2037,518,752,0,221,782,712,Puerto Rico,243,293,0,221,1476,815,492,565,183,311,Puerto Rico,0,221,739,1014,582,410,0,221,0,221,Puerto Rico,1063,752,204,337,0,221,177,199,0,221,Puerto Rico,5427,1535,N/A3,N/A3,0,221,5427,1535
77,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,
78,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,
79,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,
80,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,
81,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,
82,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,
83,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html.,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html.,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html.,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html.,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html.,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html.,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see http://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,
84,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs.",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs.",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs.",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs.",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs.",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs.",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2015 American Community Survey. For more information, see http://census.gov/acs",,,,,,,,
